Produktbereich,Produktgruppe,Produktbereichsname,Produktgruppenbezeichnung,Jahr,Richtung,Betrag,Betrag-Typ
12,1202,"Verkehrsflächen und -anlagen, ÖPNV",Verkehrsplanung,2008,Einnamen,2149351.4,Ergebnis
12,1202,"Verkehrsflächen und -anlagen, ÖPNV",Verkehrsplanung,2008,Ausgaben,3728587.19,Ergebnis
13,1301,Natur- und Landschaftspflege,Grün- und Freiflächen,2008,Einnamen,2005261.65,Ergebnis
13,1301,Natur- und Landschaftspflege,Grün- und Freiflächen,2008,Ausgaben,13476209.42,Ergebnis
13,1302,Natur- und Landschaftspflege,Friedhöfe,2008,Einnamen,1480756.85,Ergebnis
13,1302,Natur- und Landschaftspflege,Friedhöfe,2008,Ausgaben,1630639.2,Ergebnis
13,1303,Natur- und Landschaftspflege,"Natur, Landschaft, Erholung, Wasserschutz",2008,Einnamen,310876.95,Ergebnis
13,1303,Natur- und Landschaftspflege,"Natur, Landschaft, Erholung, Wasserschutz",2008,Ausgaben,2531180.47,Ergebnis
13,1304,Natur- und Landschaftspflege,Fließende Gewässer,2008,Einnamen,516522.24,Ergebnis
13,1304,Natur- und Landschaftspflege,Fließende Gewässer,2008,Ausgaben,1153360.41,Ergebnis
13,1305,Natur- und Landschaftspflege,Wald und Forstwirtschaft,2008,Einnamen,224738.67,Ergebnis
13,1305,Natur- und Landschaftspflege,Wald und Forstwirtschaft,2008,Ausgaben,430937.37,Ergebnis
14,1401,Umweltschutz,"Übergreifender Umweltschutz, Klima, Immission, Boden, Abfall",2008,Einnamen,288124.09,Ergebnis
14,1401,Umweltschutz,"Übergreifender Umweltschutz, Klima, Immission, Boden, Abfall",2008,Ausgaben,1983911.26,Ergebnis
15,1501,Wirtschaft und Tourismus,Anteile an Unternehmen,2008,Einnamen,22751513.04,Ergebnis
15,1501,Wirtschaft und Tourismus,Anteile an Unternehmen,2008,Ausgaben,7770601.35,Ergebnis
15,1502,Wirtschaft und Tourismus,Stadtmarketing (MM),2008,Einnamen,0,Ergebnis
15,1502,Wirtschaft und Tourismus,Stadtmarketing (MM),2008,Ausgaben,2600000,Ergebnis
15,1503,Wirtschaft und Tourismus,Stadthalle Hiltrup,2008,Einnamen,144329.66,Ergebnis
15,1503,Wirtschaft und Tourismus,Stadthalle Hiltrup,2008,Ausgaben,282906.59,Ergebnis
16,1601,Allgemeine Finanzwirtschaft,Allgemeine Finanzwirtschaft,2008,Einnamen,492069819.58,Ergebnis
16,1601,Allgemeine Finanzwirtschaft,Allgemeine Finanzwirtschaft,2008,Ausgaben,109314399.32,Ergebnis
17,1701,Stiftungen,Rechtlich unselbständige Stiftungen,2008,Einnamen,152592.92,Ergebnis
17,1701,Stiftungen,Rechtlich unselbständige Stiftungen,2008,Ausgaben,152592.92,Ergebnis
01,0101,Innere Verwaltung,Bezirksvertretungen (frei verfügbare Mittel),2009,Ausgaben,287386.46,Ergebnis
01,0102,Innere Verwaltung,"Geschäftsführung für politische Gremien, Städtepartnerschaften",2009,Einnamen,55209.08,Ergebnis
01,0102,Innere Verwaltung,"Geschäftsführung für politische Gremien, Städtepartnerschaften",2009,Ausgaben,3064396.16,Ergebnis
01,0103,Innere Verwaltung,"OB, BM und Verwaltungsführung",2009,Einnamen,43500,Ergebnis
01,0103,Innere Verwaltung,"OB, BM und Verwaltungsführung",2009,Ausgaben,3067955.15,Ergebnis
01,0104,Innere Verwaltung,Gleichstellung von Frau und Mann,2009,Einnamen,17649.05,Ergebnis
01,0104,Innere Verwaltung,Gleichstellung von Frau und Mann,2009,Ausgaben,599502.7,Ergebnis
01,0105,Innere Verwaltung,Personal- und Schwerbehindertenvertretung,2009,Einnamen,73465,Ergebnis
01,0105,Innere Verwaltung,Personal- und Schwerbehindertenvertretung,2009,Ausgaben,755911.28,Ergebnis
01,0106,Innere Verwaltung,Wirtschaftlichkeitsprüfung und Revision,2009,Einnamen,43264,Ergebnis
01,0106,Innere Verwaltung,Wirtschaftlichkeitsprüfung und Revision,2009,Ausgaben,1148003.8,Ergebnis
01,0107,Innere Verwaltung,Public Relations,2009,Einnamen,114751.36,Ergebnis
01,0107,Innere Verwaltung,Public Relations,2009,Ausgaben,1237207.03,Ergebnis
01,0108,Innere Verwaltung,Personal- und Organisationsmanagement,2009,Einnamen,1714638.21,Ergebnis
01,0108,Innere Verwaltung,Personal- und Organisationsmanagement,2009,Ausgaben,6782043.84,Ergebnis
01,0109,Innere Verwaltung,Finanz- und Beteiligungsmanagement,2009,Einnamen,1668673.25,Ergebnis
01,0109,Innere Verwaltung,Finanz- und Beteiligungsmanagement,2009,Ausgaben,7861124.74,Ergebnis
01,0110,Innere Verwaltung,Recht,2009,Einnamen,444694.21,Ergebnis
01,0110,Innere Verwaltung,Recht,2009,Ausgaben,1688970.51,Ergebnis
01,0111,Innere Verwaltung,Immobilienmanagement,2009,Einnamen,32604847.73,Ergebnis
01,0111,Innere Verwaltung,Immobilienmanagement,2009,Ausgaben,24700627.03,Ergebnis
01,0112,Innere Verwaltung,Gebäudemanagement,2009,Einnamen,8944860.16,Ergebnis
01,0112,Innere Verwaltung,Gebäudemanagement,2009,Ausgaben,56431157.88,Ergebnis
01,0113,Innere Verwaltung,Zentrale Dienste,2009,Einnamen,1620869.66,Ergebnis
01,0113,Innere Verwaltung,Zentrale Dienste,2009,Ausgaben,3747762.05,Ergebnis
01,0114,Innere Verwaltung,Stiftungsmanagement,2009,Einnamen,319950.99,Ergebnis
01,0114,Innere Verwaltung,Stiftungsmanagement,2009,Ausgaben,388087.54,Ergebnis
01,0115,Innere Verwaltung,IT-Management (citeq),2009,Einnamen,0,Ergebnis
01,0115,Innere Verwaltung,IT-Management (citeq),2009,Ausgaben,0,Ergebnis
01,0116,Innere Verwaltung,Migrations- und Integrationsmanagement,2009,Einnamen,176417.3,Ergebnis
01,0116,Innere Verwaltung,Migrations- und Integrationsmanagement,2009,Ausgaben,659204.11,Ergebnis
02,0201,Sicherheit und Ordnung,Ordnungsrechtliche Angelegenheiten,2009,Einnamen,674790.99,Ergebnis
02,0201,Sicherheit und Ordnung,Ordnungsrechtliche Angelegenheiten,2009,Ausgaben,2070765.37,Ergebnis
02,0202,Sicherheit und Ordnung,Gewerberechtliche Angelegenheiten,2009,Einnamen,1468939.07,Ergebnis
02,0202,Sicherheit und Ordnung,Gewerberechtliche Angelegenheiten,2009,Ausgaben,1485736.24,Ergebnis
02,0203,Sicherheit und Ordnung,Straßenverkehrsrechtliche Angelegenheiten,2009,Einnamen,9062184.15,Ergebnis
02,0203,Sicherheit und Ordnung,Straßenverkehrsrechtliche Angelegenheiten,2009,Ausgaben,6732100.97,Ergebnis
02,0204,Sicherheit und Ordnung,Bürgerangelegenheiten,2009,Einnamen,1717697.81,Ergebnis
02,0204,Sicherheit und Ordnung,Bürgerangelegenheiten,2009,Ausgaben,5631516.45,Ergebnis
02,0205,Sicherheit und Ordnung,Standesamtsangelegenheiten,2009,Einnamen,531915.48,Ergebnis
02,0205,Sicherheit und Ordnung,Standesamtsangelegenheiten,2009,Ausgaben,1220554.94,Ergebnis
02,0206,Sicherheit und Ordnung,Ausländerangelegenheiten,2009,Einnamen,311330.87,Ergebnis
02,0206,Sicherheit und Ordnung,Ausländerangelegenheiten,2009,Ausgaben,1577205.01,Ergebnis
02,0207,Sicherheit und Ordnung,Statistik,2009,Einnamen,1618.07,Ergebnis
02,0207,Sicherheit und Ordnung,Statistik,2009,Ausgaben,590315.76,Ergebnis
02,0208,Sicherheit und Ordnung,Wahlen,2009,Einnamen,502619.84,Ergebnis
02,0208,Sicherheit und Ordnung,Wahlen,2009,Ausgaben,1345689.78,Ergebnis
02,0209,Sicherheit und Ordnung,Brandschutz und feuerwehrtechnische Hilfeleistung,2009,Einnamen,987400.01,Ergebnis
02,0209,Sicherheit und Ordnung,Brandschutz und feuerwehrtechnische Hilfeleistung,2009,Ausgaben,21802217,Ergebnis
02,0210,Sicherheit und Ordnung,Rettungsdienst,2009,Einnamen,8660538.55,Ergebnis
02,0210,Sicherheit und Ordnung,Rettungsdienst,2009,Ausgaben,9420535.77,Ergebnis
02,0211,Sicherheit und Ordnung,Veterinär- und Lebensmittelangelegenheiten,2009,Einnamen,85331.85,Ergebnis
02,0211,Sicherheit und Ordnung,Veterinär- und Lebensmittelangelegenheiten,2009,Ausgaben,2086480.37,Ergebnis
03,0301,Schulträgeraufgaben,Leistungen für Schulen,2009,Einnamen,1613164.95,Ergebnis
03,0301,Schulträgeraufgaben,Leistungen für Schulen,2009,Ausgaben,24548424.87,Ergebnis
03,0302,Schulträgeraufgaben,Zentrale Leistungen für Schüler/-innen und am Schulleben Beteiligte,2009,Einnamen,1475066.17,Ergebnis
03,0302,Schulträgeraufgaben,Zentrale Leistungen für Schüler/-innen und am Schulleben Beteiligte,2009,Ausgaben,11058633.45,Ergebnis
04,0401,Kultur und Wissenschaft,Kulturmanagement / Kulturförderung,2009,Einnamen,448906.83,Ergebnis
04,0401,Kultur und Wissenschaft,Kulturmanagement / Kulturförderung,2009,Ausgaben,3784774.15,Ergebnis
04,0402,Kultur und Wissenschaft,Volkshochschule,2009,Einnamen,2841031,Ergebnis
04,0402,Kultur und Wissenschaft,Volkshochschule,2009,Ausgaben,3815106.28,Ergebnis
04,0403,Kultur und Wissenschaft,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,2009,Einnamen,1958674.69,Ergebnis
04,0403,Kultur und Wissenschaft,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,2009,Ausgaben,4332698.85,Ergebnis
04,0404,Kultur und Wissenschaft,Stadtbücherei und Förderung von Büchereien freier Träger,2009,Einnamen,882163.31,Ergebnis
04,0404,Kultur und Wissenschaft,Stadtbücherei und Förderung von Büchereien freier Träger,2009,Ausgaben,4864040.05,Ergebnis
04,0405,Kultur und Wissenschaft,Stadtmuseum,2009,Einnamen,312654.25,Ergebnis
04,0405,Kultur und Wissenschaft,Stadtmuseum,2009,Ausgaben,1593729.38,Ergebnis
04,0406,Kultur und Wissenschaft,Stadtarchiv,2009,Einnamen,9685.23,Ergebnis
04,0406,Kultur und Wissenschaft,Stadtarchiv,2009,Ausgaben,703203.1,Ergebnis
04,0407,Kultur und Wissenschaft,Städtische Bühnen,2009,Einnamen,180279.6,Ergebnis
04,0407,Kultur und Wissenschaft,Städtische Bühnen,2009,Ausgaben,19003029.26,Ergebnis
04,0408,Kultur und Wissenschaft,Geschichtsort Villa ten Hompel,2009,Einnamen,88176.19,Ergebnis
04,0408,Kultur und Wissenschaft,Geschichtsort Villa ten Hompel,2009,Ausgaben,457736.28,Ergebnis
05,0501,Soziale Leistungen,Leistungen der Grundsicherung nach dem SGB II,2009,Einnamen,18550765.71,Ergebnis
05,0501,Soziale Leistungen,Leistungen der Grundsicherung nach dem SGB II,2009,Ausgaben,54648851.73,Ergebnis
05,0502,Soziale Leistungen,Sicherung des Lebensunterhalts (ohne SGB II),2009,Einnamen,3423631.08,Ergebnis
05,0502,Soziale Leistungen,Sicherung des Lebensunterhalts (ohne SGB II),2009,Ausgaben,27165248.63,Ergebnis
05,0503,Soziale Leistungen,Sicherung besonderer sozialer Bedarfe,2009,Einnamen,4641254.5,Ergebnis
05,0503,Soziale Leistungen,Sicherung besonderer sozialer Bedarfe,2009,Ausgaben,33513942.71,Ergebnis
05,0504,Soziale Leistungen,Wohngeld,2009,Einnamen,2738.4,Ergebnis
05,0504,Soziale Leistungen,Wohngeld,2009,Ausgaben,931423.25,Ergebnis
05,0505,Soziale Leistungen,Lastenausgleich,2009,Einnamen,659071.31,Ergebnis
05,0505,Soziale Leistungen,Lastenausgleich,2009,Ausgaben,705952.98,Ergebnis
06,0601,"Kunder-, Jugend und Familienhilfe",Förderung von Kindern in Tagesbetreuung,2009,Einnamen,33622334.49,Ergebnis
06,0601,"Kunder-, Jugend und Familienhilfe",Förderung von Kindern in Tagesbetreuung,2009,Ausgaben,61901026.56,Ergebnis
06,0602,"Kunder-, Jugend und Familienhilfe",Kinder- und Jugendarbeit,2009,Einnamen,4402568.4,Ergebnis
06,0602,"Kunder-, Jugend und Familienhilfe",Kinder- und Jugendarbeit,2009,Ausgaben,11973404.4,Ergebnis
06,0603,"Kunder-, Jugend und Familienhilfe",Förd.von benachteiligten jungen Menschen,2009,Einnamen,621032.55,Ergebnis
06,0603,"Kunder-, Jugend und Familienhilfe",Förd.von benachteiligten jungen Menschen,2009,Ausgaben,3943460.73,Ergebnis
06,0604,"Kunder-, Jugend und Familienhilfe",Familienförderung,2009,Einnamen,144329.41,Ergebnis
06,0604,"Kunder-, Jugend und Familienhilfe",Familienförderung,2009,Ausgaben,2527556.59,Ergebnis
06,0605,"Kunder-, Jugend und Familienhilfe",Erzieherische und wirtschaftliche Hilfen für Familien,2009,Einnamen,4771349.2,Ergebnis
06,0605,"Kunder-, Jugend und Familienhilfe",Erzieherische und wirtschaftliche Hilfen für Familien,2009,Ausgaben,42493358.09,Ergebnis
07,0701,Gesundheitsdienste,Gesundheitsdienste,2009,Einnamen,1045832.79,Ergebnis
07,0701,Gesundheitsdienste,Gesundheitsdienste,2009,Ausgaben,9545431.08,Ergebnis
08,0801,Sportförderung,"Sportentwicklung, Sportanlagen und -stätten",2009,Einnamen,663155.83,Ergebnis
08,0801,Sportförderung,"Sportentwicklung, Sportanlagen und -stätten",2009,Ausgaben,7489561.4,Ergebnis
08,0802,Sportförderung,Bäder,2009,Einnamen,836570.41,Ergebnis
08,0802,Sportförderung,Bäder,2009,Ausgaben,3547438,Ergebnis
09,0901,Räumliche Planung und Entwicklung/Geoinformationen,"Stadt- und Regionalentwicklung, Stadtplanung",2009,Einnamen,237691.54,Ergebnis
09,0901,Räumliche Planung und Entwicklung/Geoinformationen,"Stadt- und Regionalentwicklung, Stadtplanung",2009,Ausgaben,4258273.71,Ergebnis
09,0902,Räumliche Planung und Entwicklung/Geoinformationen,"Vermessung, Kataster und Geoinformation",2009,Einnamen,845200.13,Ergebnis
09,0902,Räumliche Planung und Entwicklung/Geoinformationen,"Vermessung, Kataster und Geoinformation",2009,Ausgaben,6774878.26,Ergebnis
10,1001,Bauen und Wohnen,Bauaufsicht und baurechtliche Beratung,2009,Einnamen,2806432.8,Ergebnis
10,1001,Bauen und Wohnen,Bauaufsicht und baurechtliche Beratung,2009,Ausgaben,3447501.25,Ergebnis
10,1002,Bauen und Wohnen,Denkmalschutz und Denkmalpflege,2009,Einnamen,159353.25,Ergebnis
10,1002,Bauen und Wohnen,Denkmalschutz und Denkmalpflege,2009,Ausgaben,776361.93,Ergebnis
10,1003,Bauen und Wohnen,Wohnen,2009,Einnamen,450020.73,Ergebnis
10,1003,Bauen und Wohnen,Wohnen,2009,Ausgaben,1969698.75,Ergebnis
11,1101,Ver- und Entsorgung,Abwasserbeseitigung,2009,Einnamen,61003782.87,Ergebnis
11,1101,Ver- und Entsorgung,Abwasserbeseitigung,2009,Ausgaben,35984017.09,Ergebnis
11,1102,Ver- und Entsorgung,Abfallwirtschaft (AWM),2009,Einnamen,1657133.04,Ergebnis
11,1102,Ver- und Entsorgung,Abfallwirtschaft (AWM),2009,Ausgaben,0,Ergebnis
12,1201,"Verkehrsflächen und -anlagen, ÖPNV",Bereitstellung von Verkehrsflächen und -anlagen,2009,Einnamen,25799755.76,Ergebnis
12,1201,"Verkehrsflächen und -anlagen, ÖPNV",Bereitstellung von Verkehrsflächen und -anlagen,2009,Ausgaben,60027535.86,Ergebnis
12,1202,"Verkehrsflächen und -anlagen, ÖPNV",Verkehrsplanung,2009,Einnamen,1997213.45,Ergebnis
12,1202,"Verkehrsflächen und -anlagen, ÖPNV",Verkehrsplanung,2009,Ausgaben,3615541.94,Ergebnis
13,1301,Natur- und Landschaftspflege,Grün- und Freiflächen,2009,Einnamen,2255674.19,Ergebnis
13,1301,Natur- und Landschaftspflege,Grün- und Freiflächen,2009,Ausgaben,13613960.27,Ergebnis
13,1302,Natur- und Landschaftspflege,Friedhöfe,2009,Einnamen,1423862.65,Ergebnis
13,1302,Natur- und Landschaftspflege,Friedhöfe,2009,Ausgaben,1696759.36,Ergebnis
13,1303,Natur- und Landschaftspflege,"Natur, Landschaft, Erholung, Wasserschutz",2009,Einnamen,294354.24,Ergebnis
13,1303,Natur- und Landschaftspflege,"Natur, Landschaft, Erholung, Wasserschutz",2009,Ausgaben,2627671.04,Ergebnis
13,1304,Natur- und Landschaftspflege,Fließende Gewässer,2009,Einnamen,521134.82,Ergebnis
13,1304,Natur- und Landschaftspflege,Fließende Gewässer,2009,Ausgaben,1044330.45,Ergebnis
13,1305,Natur- und Landschaftspflege,Wald und Forstwirtschaft,2009,Einnamen,215534.97,Ergebnis
13,1305,Natur- und Landschaftspflege,Wald und Forstwirtschaft,2009,Ausgaben,360859.25,Ergebnis
14,1401,Umweltschutz,"Übergreifender Umweltschutz, Klima, Immission, Boden, Abfall",2009,Einnamen,312815.59,Ergebnis
14,1401,Umweltschutz,"Übergreifender Umweltschutz, Klima, Immission, Boden, Abfall",2009,Ausgaben,2039236.96,Ergebnis
15,1501,Wirtschaft und Tourismus,Anteile an Unternehmen,2009,Einnamen,19792994.5,Ergebnis
15,1501,Wirtschaft und Tourismus,Anteile an Unternehmen,2009,Ausgaben,10942178.36,Ergebnis
15,1502,Wirtschaft und Tourismus,Stadtmarketing (MM),2009,Einnamen,0,Ergebnis
15,1502,Wirtschaft und Tourismus,Stadtmarketing (MM),2009,Ausgaben,2648000,Ergebnis
15,1503,Wirtschaft und Tourismus,Stadthalle Hiltrup,2009,Einnamen,175705.22,Ergebnis
15,1503,Wirtschaft und Tourismus,Stadthalle Hiltrup,2009,Ausgaben,325413.86,Ergebnis
16,1601,Allgemeine Finanzwirtschaft,Allgemeine Finanzwirtschaft,2009,Einnamen,456982713.34,Ergebnis
16,1601,Allgemeine Finanzwirtschaft,Allgemeine Finanzwirtschaft,2009,Ausgaben,100956389.09,Ergebnis
17,1701,Stiftungen,Rechtlich unselbständige Stiftungen,2009,Einnamen,43118.04,Ergebnis
17,1701,Stiftungen,Rechtlich unselbständige Stiftungen,2009,Ausgaben,552172.8,Ergebnis
01,0101,Innere Verwaltung,Bezirksvertretungen (frei verfügbare Mittel),2010,Ausgaben,214985.84,Ergebnis
01,0102,Innere Verwaltung,"Geschäftsführung für politische Gremien, Städtepartnerschaften",2010,Einnamen,72123.46,Ergebnis
01,0102,Innere Verwaltung,"Geschäftsführung für politische Gremien, Städtepartnerschaften",2010,Ausgaben,4712862.29,Ergebnis
01,0103,Innere Verwaltung,"OB, BM und Verwaltungsführung",2010,Einnamen,58808.63,Ergebnis
01,0103,Innere Verwaltung,"OB, BM und Verwaltungsführung",2010,Ausgaben,3272198.70,Ergebnis
01,0104,Innere Verwaltung,Gleichstellung von Frau und Mann,2010,Einnamen,16006.30,Ergebnis
01,0104,Innere Verwaltung,Gleichstellung von Frau und Mann,2010,Ausgaben,608449.87,Ergebnis
01,0105,Innere Verwaltung,Personal- und Schwerbehindertenvertretung,2010,Einnamen,117968.00,Ergebnis
01,0105,Innere Verwaltung,Personal- und Schwerbehindertenvertretung,2010,Ausgaben,808363.39,Ergebnis
01,0106,Innere Verwaltung,Wirtschaftlichkeitsprüfung und Revision,2010,Einnamen,53908.00,Ergebnis
01,0106,Innere Verwaltung,Wirtschaftlichkeitsprüfung und Revision,2010,Ausgaben,1122953.01,Ergebnis
01,0107,Innere Verwaltung,Public Relations,2010,Einnamen,101637.76,Ergebnis
01,0107,Innere Verwaltung,Public Relations,2010,Ausgaben,1258460.59,Ergebnis
01,0108,Innere Verwaltung,Personal- und Organisationsmanagement,2010,Einnamen,1246028.01,Ergebnis
01,0108,Innere Verwaltung,Personal- und Organisationsmanagement,2010,Ausgaben,7181822.76,Ergebnis
01,0109,Innere Verwaltung,Finanz- und Beteiligungsmanagement,2010,Einnamen,2504128.96,Ergebnis
01,0109,Innere Verwaltung,Finanz- und Beteiligungsmanagement,2010,Ausgaben,8153284.76,Ergebnis
01,0110,Innere Verwaltung,Recht,2010,Einnamen,620130.29,Ergebnis
01,0110,Innere Verwaltung,Recht,2010,Ausgaben,1841614.50,Ergebnis
01,0111,Innere Verwaltung,Immobilienmanagement,2010,Einnamen,28287188.38,Ergebnis
01,0111,Innere Verwaltung,Immobilienmanagement,2010,Ausgaben,81928137.65,Ergebnis
01,0113,Innere Verwaltung,Zentrale Dienste,2010,Einnamen,1596564.96,Ergebnis
01,0113,Innere Verwaltung,Zentrale Dienste,2010,Ausgaben,2928642.44,Ergebnis
01,0114,Innere Verwaltung,Stiftungsmanagement,2010,Einnamen,288033.70,Ergebnis
01,0114,Innere Verwaltung,Stiftungsmanagement,2010,Ausgaben,344553.91,Ergebnis
01,0115,Innere Verwaltung,IT-Management (citeq),2010,Einnamen,47399.73,Ergebnis
01,0115,Innere Verwaltung,IT-Management (citeq),2010,Ausgaben,0.00,Ergebnis
01,0116,Innere Verwaltung,Migrations- und Integrationsmanagement,2010,Einnamen,149151.31,Ergebnis
01,0116,Innere Verwaltung,Migrations- und Integrationsmanagement,2010,Ausgaben,671834.11,Ergebnis
02,0201,Sicherheit und Ordnung,Ordnungsrechtliche Angelegenheiten,2010,Einnamen,677341.67,Ergebnis
02,0201,Sicherheit und Ordnung,Ordnungsrechtliche Angelegenheiten,2010,Ausgaben,2134138.72,Ergebnis
02,0202,Sicherheit und Ordnung,Gewerberechtliche Angelegenheiten,2010,Einnamen,1327145.70,Ergebnis
02,0202,Sicherheit und Ordnung,Gewerberechtliche Angelegenheiten,2010,Ausgaben,1337436.43,Ergebnis
02,0203,Sicherheit und Ordnung,Straßenverkehrsrechtliche Angelegenheiten,2010,Einnamen,8124798.09,Ergebnis
02,0203,Sicherheit und Ordnung,Straßenverkehrsrechtliche Angelegenheiten,2010,Ausgaben,6890751.42,Ergebnis
02,0204,Sicherheit und Ordnung,Bürgerangelegenheiten,2010,Einnamen,1856913.69,Ergebnis
02,0204,Sicherheit und Ordnung,Bürgerangelegenheiten,2010,Ausgaben,5880436.86,Ergebnis
02,0205,Sicherheit und Ordnung,Standesamtsangelegenheiten,2010,Einnamen,515369.88,Ergebnis
02,0205,Sicherheit und Ordnung,Standesamtsangelegenheiten,2010,Ausgaben,1021299.29,Ergebnis
02,0206,Sicherheit und Ordnung,Ausländerangelegenheiten,2010,Einnamen,286259.17,Ergebnis
02,0206,Sicherheit und Ordnung,Ausländerangelegenheiten,2010,Ausgaben,1558726.08,Ergebnis
02,0207,Sicherheit und Ordnung,Statistik,2010,Einnamen,25428.15,Ergebnis
02,0207,Sicherheit und Ordnung,Statistik,2010,Ausgaben,592972.22,Ergebnis
02,0208,Sicherheit und Ordnung,Wahlen,2010,Einnamen,225563.17,Ergebnis
02,0208,Sicherheit und Ordnung,Wahlen,2010,Ausgaben,480399.03,Ergebnis
02,0209,Sicherheit und Ordnung,Brandschutz und feuerwehrtechnische Hilfeleistung,2010,Einnamen,1150611.79,Ergebnis
02,0209,Sicherheit und Ordnung,Brandschutz und feuerwehrtechnische Hilfeleistung,2010,Ausgaben,17853057.92,Ergebnis
02,0210,Sicherheit und Ordnung,Rettungsdienst,2010,Einnamen,8202589.03,Ergebnis
02,0210,Sicherheit und Ordnung,Rettungsdienst,2010,Ausgaben,8172009.12,Ergebnis
02,0211,Sicherheit und Ordnung,Veterinär- und Lebensmittelangelegenheiten,2010,Einnamen,102018.01,Ergebnis
02,0211,Sicherheit und Ordnung,Veterinär- und Lebensmittelangelegenheiten,2010,Ausgaben,2156310.47,Ergebnis
03,0301,Schulträgeraufgaben,Leistungen für Schulen,2010,Einnamen,1951148.76,Ergebnis
03,0301,Schulträgeraufgaben,Leistungen für Schulen,2010,Ausgaben,25920239.74,Ergebnis
03,0302,Schulträgeraufgaben,Zentrale Leistungen für Schüler/-innen und am Schulleben Beteiligte,2010,Einnamen,1536578.03,Ergebnis
03,0302,Schulträgeraufgaben,Zentrale Leistungen für Schüler/-innen und am Schulleben Beteiligte,2010,Ausgaben,11244428.55,Ergebnis
04,0401,Kultur und Wissenschaft,Kulturmanagement / Kulturförderung,2010,Einnamen,797953.30,Ergebnis
04,0401,Kultur und Wissenschaft,Kulturmanagement / Kulturförderung,2010,Ausgaben,4214054.67,Ergebnis
04,0402,Kultur und Wissenschaft,Volkshochschule,2010,Einnamen,2913366.88,Ergebnis
04,0402,Kultur und Wissenschaft,Volkshochschule,2010,Ausgaben,3922138.38,Ergebnis
04,0403,Kultur und Wissenschaft,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,2010,Einnamen,2038113.79,Ergebnis
04,0403,Kultur und Wissenschaft,Westf. Schule für Musik und Förderung der Stadtteilmusikschulen,2010,Ausgaben,4410083.81,Ergebnis
04,0404,Kultur und Wissenschaft,Stadtbücherei und Förderung von Büchereien freier Träger,2010,Einnamen,848825.14,Ergebnis
04,0404,Kultur und Wissenschaft,Stadtbücherei und Förderung von Büchereien freier Träger,2010,Ausgaben,5047283.60,Ergebnis
04,0405,Kultur und Wissenschaft,Stadtmuseum,2010,Einnamen,322291.56,Ergebnis
04,0405,Kultur und Wissenschaft,Stadtmuseum,2010,Ausgaben,1619971.76,Ergebnis
04,0406,Kultur und Wissenschaft,Stadtarchiv,2010,Einnamen,56561.59,Ergebnis
04,0406,Kultur und Wissenschaft,Stadtarchiv,2010,Ausgaben,695877.37,Ergebnis
04,0407,Kultur und Wissenschaft,Städtische Bühnen,2010,Einnamen,4166.67,Ergebnis
04,0407,Kultur und Wissenschaft,Städtische Bühnen,2010,Ausgaben,19164466.63,Ergebnis
04,0408,Kultur und Wissenschaft,Geschichtsort Villa ten Hompel,2010,Einnamen,81205.93,Ergebnis
04,0408,Kultur und Wissenschaft,Geschichtsort Villa ten Hompel,2010,Ausgaben,477464.63,Ergebnis
05,0501,Soziale Leistungen,Leistungen der Grundsicherung nach dem SGB II,2010,Einnamen,17808180.27,Ergebnis
05,0501,Soziale Leistungen,Leistungen der Grundsicherung nach dem SGB II,2010,Ausgaben,55649965.56,Ergebnis
05,0502,Soziale Leistungen,Sicherung des Lebensunterhalts (ohne SGB II),2010,Einnamen,3577583.62,Ergebnis
05,0502,Soziale Leistungen,Sicherung des Lebensunterhalts (ohne SGB II),2010,Ausgaben,28103520.98,Ergebnis
05,0503,Soziale Leistungen,Sicherung besonderer sozialer Bedarfe,2010,Einnamen,3997153.33,Ergebnis
05,0503,Soziale Leistungen,Sicherung besonderer sozialer Bedarfe,2010,Ausgaben,34232209.89,Ergebnis
05,0504,Soziale Leistungen,Wohngeld,2010,Einnamen,5205.50,Ergebnis
05,0504,Soziale Leistungen,Wohngeld,2010,Ausgaben,1360866.21,Ergebnis
05,0505,Soziale Leistungen,Lastenausgleich,2010,Einnamen,599067.20,Ergebnis
05,0505,Soziale Leistungen,Lastenausgleich,2010,Ausgaben,616912.95,Ergebnis
06,0601,"Kunder-, Jugend und Familienhilfe",Förderung von Kindern in Tagesbetreuung,2010,Einnamen,35807394.88,Ergebnis
06,0601,"Kunder-, Jugend und Familienhilfe",Förderung von Kindern in Tagesbetreuung,2010,Ausgaben,66823675.57,Ergebnis
06,0602,"Kunder-, Jugend und Familienhilfe",Kinder- und Jugendarbeit,2010,Einnamen,3979014.62,Ergebnis
06,0602,"Kunder-, Jugend und Familienhilfe",Kinder- und Jugendarbeit,2010,Ausgaben,13366285.95,Ergebnis
06,0603,"Kunder-, Jugend und Familienhilfe",Förd.von benachteiligten jungen Menschen,2010,Einnamen,593288.19,Ergebnis
06,0603,"Kunder-, Jugend und Familienhilfe",Förd.von benachteiligten jungen Menschen,2010,Ausgaben,3668151.65,Ergebnis
06,0604,"Kunder-, Jugend und Familienhilfe",Familienförderung,2010,Einnamen,201418.52,Ergebnis
